Logging to Training/Logs/PPO_testrew/PPO_3
-----------------------------------
| rollout/           |            |
|    total_timesteps      | 1792        |
| train/                  |             |
|    approx_kl            | 0.015753537 |
|    clip_fraction        | 0.0758      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.582       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.003      |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.015      |
|    std                  | 1           |
|    value_loss           | 0.117       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 94.7        |
|    ep_rew_mean          | -13.569559  |
| time/                   |             |
|    fps                  | 211         |
|    iterations           | 15          |
|    time_elapsed         | 9           |
|    total_timesteps      | 1920        |
| train/                  |             |
|    approx_kl            | 0.006762796 |
|    clip_fraction        | 0.00859     |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | -0.167      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.915       |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.00722    |
|    std                  | 1           |
|    value_loss           | 3.94        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 88.5       |
|    ep_rew_mean          | -13.262618 |
| time/                   |            |
|    fps                  | 211        |
|    iterations           | 16         |
|    time_elapsed         | 9          |
|    total_timesteps      | 2048       |
| train/                  |            |
|    approx_kl            | 0.01355369 |
|    clip_fraction        | 0.0633     |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.2      |
|    explained_variance   | 0.172      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.763      |
|    n_updates            | 150        |
|    policy_gradient_loss | -0.013     |
|    std                  | 1          |
|    value_loss           | 1.77       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 88.5        |
|    ep_rew_mean          | -13.262618  |
| time/                   |             |
|    fps                  | 211         |
|    iterations           | 17          |
|    time_elapsed         | 10          |
|    total_timesteps      | 2176        |
| train/                  |             |
|    approx_kl            | 0.011526229 |
|    clip_fraction        | 0.0602      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | -0.457      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.759       |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.0163     |
|    std                  | 1           |
|    value_loss           | 1.55        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 88.5       |
|    ep_rew_mean          | -13.262618 |
| time/                   |            |
|    fps                  | 210        |
|    iterations           | 18         |
|    time_elapsed         | 10         |
|    total_timesteps      | 2304       |
| train/                  |            |
|    approx_kl            | 0.01795588 |
|    clip_fraction        | 0.0922     |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.2      |
|    explained_variance   | 0.799      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00443   |
|    n_updates            | 170        |
|    policy_gradient_loss | -0.0199    |
|    std                  | 1          |
|    value_loss           | 0.116      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 88.5        |
|    ep_rew_mean          | -13.262618  |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 19          |
|    time_elapsed         | 11          |
|    total_timesteps      | 2432        |
| train/                  |             |
|    approx_kl            | 0.023595862 |
|    clip_fraction        | 0.155       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | -0.611      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0399     |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.0148     |
|    std                  | 1           |
|    value_loss           | 0.0465      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 88.5        |
|    ep_rew_mean          | -13.262618  |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 20          |
|    time_elapsed         | 12          |
|    total_timesteps      | 2560        |
| train/                  |             |
|    approx_kl            | 0.017667368 |
|    clip_fraction        | 0.133       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | -0.819      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00263    |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.0169     |
|    std                  | 1           |
|    value_loss           | 0.0381      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 88.5        |
|    ep_rew_mean          | -13.262618  |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 21          |
|    time_elapsed         | 12          |
|    total_timesteps      | 2688        |
| train/                  |             |
|    approx_kl            | 0.032451767 |
|    clip_fraction        | 0.254       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | -2.19       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0421     |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.0345     |
|    std                  | 1           |
|    value_loss           | 0.0205      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 119        |
|    ep_rew_mean          | -14.388893 |
| time/                   |            |
|    fps                  | 209        |
|    iterations           | 22         |
|    time_elapsed         | 13         |
|    total_timesteps      | 2816       |
| train/                  |            |
|    approx_kl            | 0.02673551 |
|    clip_fraction        | 0.248      |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.2      |
|    explained_variance   | 0.939      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.036     |
|    n_updates            | 210        |
|    policy_gradient_loss | -0.0313    |
|    std                  | 1          |
|    value_loss           | 0.00689    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
|    ep_rew_mean          | -14.388893  |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 23          |
|    time_elapsed         | 14          |
|    total_timesteps      | 2944        |
| train/                  |             |
|    approx_kl            | 0.013737592 |
|    clip_fraction        | 0.0492      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | -0.319      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.247       |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.0249     |
|    std                  | 1           |
|    value_loss           | 1.39        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
|    ep_rew_mean          | -14.388893  |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 24          |
|    time_elapsed         | 14          |
|    total_timesteps      | 3072        |
| train/                  |             |
|    approx_kl            | 0.019532893 |
|    clip_fraction        | 0.0914      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.818       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0421     |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.0181     |
|    std                  | 1           |
|    value_loss           | 0.0372      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 132         |
|    ep_rew_mean          | -14.822689  |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 25          |
|    time_elapsed         | 15          |
|    total_timesteps      | 3200        |
| train/                  |             |
|    approx_kl            | 0.018018756 |
|    clip_fraction        | 0.124       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | -0.0754     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0338     |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.0145     |
|    std                  | 1           |
|    value_loss           | 0.0454      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 132         |
|    ep_rew_mean          | -14.822689  |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 26          |
|    time_elapsed         | 15          |
|    total_timesteps      | 3328        |
| train/                  |             |
|    approx_kl            | 0.029230466 |
|    clip_fraction        | 0.162       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.505       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.571       |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.0288     |
|    std                  | 1           |
|    value_loss           | 1.11        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 132        |
|    ep_rew_mean          | -14.822689 |
| time/                   |            |
|    fps                  | 210        |
|    iterations           | 27         |
|    time_elapsed         | 16         |
|    total_timesteps      | 3456       |
| train/                  |            |
|    approx_kl            | 0.01816604 |
|    clip_fraction        | 0.123      |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.2      |
|    explained_variance   | 0.947      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.02      |
|    n_updates            | 260        |
|    policy_gradient_loss | -0.018     |
|    std                  | 1          |
|    value_loss           | 0.0169     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 132         |
|    ep_rew_mean          | -14.822689  |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 28          |
|    time_elapsed         | 17          |
|    total_timesteps      | 3584        |
| train/                  |             |
|    approx_kl            | 0.029483814 |
|    clip_fraction        | 0.19        |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.991       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0472     |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.025      |
|    std                  | 1           |
|    value_loss           | 0.0102      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 132        |
|    ep_rew_mean          | -14.822689 |
| time/                   |            |
|    fps                  | 209        |
|    iterations           | 29         |
|    time_elapsed         | 17         |
|    total_timesteps      | 3712       |
| train/                  |            |
|    approx_kl            | 0.02905346 |
|    clip_fraction        | 0.209      |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.2      |
|    explained_variance   | 0.928      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0248    |
|    n_updates            | 280        |
|    policy_gradient_loss | -0.0169    |
|    std                  | 1          |
|    value_loss           | 0.0013     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 132         |
|    ep_rew_mean          | -14.822689  |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 30          |
|    time_elapsed         | 18          |
|    total_timesteps      | 3840        |
| train/                  |             |
|    approx_kl            | 0.030327141 |
|    clip_fraction        | 0.173       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | -0.637      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0132     |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.016      |
|    std                  | 1           |
|    value_loss           | 0.0436      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 132         |
|    ep_rew_mean          | -14.822689  |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 31          |
|    time_elapsed         | 18          |
|    total_timesteps      | 3968        |
| train/                  |             |
|    approx_kl            | 0.015991965 |
|    clip_fraction        | 0.0781      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.465       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0247     |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.0118     |
|    std                  | 1           |
|    value_loss           | 0.381       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 132         |
|    ep_rew_mean          | -14.822689  |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 32          |
|    time_elapsed         | 19          |
|    total_timesteps      | 4096        |
| train/                  |             |
|    approx_kl            | 0.020168863 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.156       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0788      |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.0167     |
|    std                  | 1           |
|    value_loss           | 0.81        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 161         |
|    ep_rew_mean          | -18.176334  |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 33          |
|    time_elapsed         | 20          |
|    total_timesteps      | 4224        |
| train/                  |             |
|    approx_kl            | 0.013059681 |
|    clip_fraction        | 0.0531      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.0361      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.267       |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.0143     |
|    std                  | 1           |
|    value_loss           | 1.49        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 161         |
|    ep_rew_mean          | -18.176334  |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 34          |
|    time_elapsed         | 20          |
|    total_timesteps      | 4352        |
| train/                  |             |
|    approx_kl            | 0.010714897 |
|    clip_fraction        | 0.0352      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.802       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.03        |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.0214     |
|    std                  | 1           |
|    value_loss           | 3.23        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 163         |
|    ep_rew_mean          | -18.088247  |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 35          |
|    time_elapsed         | 21          |
|    total_timesteps      | 4480        |
| train/                  |             |
|    approx_kl            | 0.011892663 |
|    clip_fraction        | 0.0523      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.997       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0261     |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.0114     |
|    std                  | 1           |
|    value_loss           | 0.0203      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 163        |
|    ep_rew_mean          | -18.088247 |
| time/                   |            |
|    fps                  | 210        |
|    iterations           | 36         |
|    time_elapsed         | 21         |
|    total_timesteps      | 4608       |
| train/                  |            |
|    approx_kl            | 0.01967441 |
|    clip_fraction        | 0.0781     |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.2      |
|    explained_variance   | 0.873      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0164     |
|    n_updates            | 350        |
|    policy_gradient_loss | -0.0233    |
|    std                  | 0.999      |
|    value_loss           | 0.212      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 163         |
|    ep_rew_mean          | -18.088247  |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 37          |
|    time_elapsed         | 22          |
|    total_timesteps      | 4736        |
| train/                  |             |
|    approx_kl            | 0.019625794 |
|    clip_fraction        | 0.125       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0137     |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.0154     |
|    std                  | 1           |
|    value_loss           | 0.0301      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 163         |
|    ep_rew_mean          | -18.088247  |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 38          |
|    time_elapsed         | 23          |
|    total_timesteps      | 4864        |
| train/                  |             |
|    approx_kl            | 0.030909099 |
|    clip_fraction        | 0.197       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.711       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0221     |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.0222     |
|    std                  | 1           |
|    value_loss           | 0.0246      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 172         |
|    ep_rew_mean          | -20.255941  |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 39          |
|    time_elapsed         | 23          |
|    total_timesteps      | 4992        |
| train/                  |             |
|    approx_kl            | 0.019886976 |
|    clip_fraction        | 0.118       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.0741      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00889    |
|    n_updates            | 380         |
|    policy_gradient_loss | -0.0171     |
|    std                  | 1           |
|    value_loss           | 0.176       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 172          |
|    ep_rew_mean          | -20.255941   |
| time/                   |              |
|    fps                  | 211          |
|    iterations           | 40           |
|    time_elapsed         | 24           |
|    total_timesteps      | 5120         |
| train/                  |              |
|    approx_kl            | 0.0006742794 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.2        |
|    explained_variance   | 0.0338       |
|    learning_rate        | 0.0003       |
|    loss                 | 54.7         |
|    n_updates            | 390          |
|    policy_gradient_loss | -0.00165     |
|    std                  | 1            |
|    value_loss           | 121          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 172          |
|    ep_rew_mean          | -20.255941   |
| time/                   |              |
|    fps                  | 211          |
|    iterations           | 41           |
|    time_elapsed         | 24           |
|    total_timesteps      | 5248         |
| train/                  |              |
|    approx_kl            | 0.0043560388 |
|    clip_fraction        | 0.00391      |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.2        |
|    explained_variance   | 0.96         |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00117     |
|    n_updates            | 400          |
|    policy_gradient_loss | -0.00824     |
|    std                  | 1            |
|    value_loss           | 0.376        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 172         |
|    ep_rew_mean          | -20.255941  |
| time/                   |             |
|    fps                  | 211         |
|    iterations           | 42          |
|    time_elapsed         | 25          |
|    total_timesteps      | 5376        |
| train/                  |             |
|    approx_kl            | 0.025820903 |
|    clip_fraction        | 0.158       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.918       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0369     |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.0232     |
|    std                  | 1           |
|    value_loss           | 0.0317      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 181         |
|    ep_rew_mean          | -20.948034  |
| time/                   |             |
|    fps                  | 211         |
|    iterations           | 43          |
|    time_elapsed         | 26          |
|    total_timesteps      | 5504        |
| train/                  |             |
|    approx_kl            | 0.027443856 |
|    clip_fraction        | 0.248       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | -0.11       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0539     |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.03       |
|    std                  | 1           |
|    value_loss           | 0.0146      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 181         |
|    ep_rew_mean          | -20.948034  |
| time/                   |             |
|    fps                  | 211         |
|    iterations           | 44          |
|    time_elapsed         | 26          |
|    total_timesteps      | 5632        |
| train/                  |             |
|    approx_kl            | 0.024577074 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.965       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0432     |
|    n_updates            | 430         |
|    policy_gradient_loss | -0.0279     |
|    std                  | 0.999       |
|    value_loss           | 0.0787      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 181         |
|    ep_rew_mean          | -20.948034  |
| time/                   |             |
|    fps                  | 211         |
|    iterations           | 45          |
|    time_elapsed         | 27          |
|    total_timesteps      | 5760        |
| train/                  |             |
|    approx_kl            | 0.035670936 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.983       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.055      |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.0245     |
|    std                  | 0.998       |
|    value_loss           | 0.0547      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 184         |
|    ep_rew_mean          | -20.516495  |
| time/                   |             |
|    fps                  | 211         |
|    iterations           | 46          |
|    time_elapsed         | 27          |
